date,close
01-01-2008,3167.02
02-01-2008,3208
03-01-2008,3131.04
04-01-2008,3130.51
07-01-2008,3102.5
08-01-2008,3075.72
09-01-2008,3069.23
10-01-2008,2992.27
11-01-2008,3029.45
14-01-2008,3023.01
15-01-2008,3001.92
16-01-2008,2969.08
17-01-2008,2976.31
18-01-2008,2931.04
21-01-2008,2712.18
22-01-2008,2531.19
23-01-2008,2614.47
24-01-2008,2518.02
25-01-2008,2661.12
28-01-2008,2630.79
29-01-2008,2677.63
30-01-2008,2700.65
31-01-2008,2660.33
01-02-2008,2685.71
04-02-2008,2725.64
05-02-2008,2783.89
06-02-2008,2745.56
07-02-2008,2691.17
08-02-2008,2712.32
11-02-2008,2653.88
12-02-2008,2640.07
13-02-2008,2631.37
14-02-2008,2689.82
15-02-2008,2758.53
18-02-2008,2748.9
19-02-2008,2779.72
20-02-2008,2735.84
21-02-2008,2808.14
22-02-2008,2798.74
25-02-2008,2845.97
26-02-2008,2858.55
27-02-2008,2907.83
28-02-2008,2979.48
29-02-2008,2964.53
03-03-2008,2979.91
04-03-2008,2923.9
05-03-2008,2996.96
07-03-2008,2930.62
10-03-2008,2910.37
11-03-2008,2909.59
12-03-2008,2946.54
13-03-2008,2872.41
14-03-2008,2929.04
17-03-2008,2795.07
18-03-2008,2810.73
19-03-2008,2830.32
24-03-2008,2847.84
25-03-2008,2902.14
26-03-2008,2867.79
27-03-2008,2918.71
28-03-2008,2956.43
31-03-2008,2928.48
01-04-2008,2906.34
02-04-2008,2935.05
03-04-2008,2956.63
04-04-2008,2927.44
07-04-2008,2992.05
08-04-2008,2982.3
09-04-2008,3012.17
10-04-2008,2990.87
11-04-2008,2981.81
15-04-2008,3070.46
16-04-2008,3071.49
17-04-2008,3083.7
21-04-2008,3163.11
22-04-2008,3204.25
23-04-2008,3207.86
24-04-2008,3177.44
25-04-2008,3206.01
28-04-2008,3238.63
29-04-2008,3268.5
30-04-2008,3303.18
02-05-2008,3306.73
05-05-2008,3313.94
06-05-2008,3274.56
07-05-2008,3288.36
08-05-2008,3263.18
09-05-2008,3203.71
12-05-2008,3212.59
13-05-2008,3215.42
14-05-2008,3256.2
15-05-2008,3277.77
16-05-2008,3303.82
20-05-2008,3254.04
21-05-2008,3225.26
22-05-2008,3212.9
23-05-2008,3215.65
26-05-2008,3233.94
27-05-2008,3255.9
28-05-2008,3318.52
29-05-2008,3307.11
30-05-2008,3361.79
02-06-2008,3356.67
03-06-2008,3356.67
04-06-2008,3271.46
05-06-2008,3355.79
06-06-2008,3322.59
09-06-2008,3334.97
10-06-2008,3420.77
11-06-2008,3422.13
12-06-2008,3425.32
13-06-2008,3466.37
16-06-2008,3489.97
17-06-2008,3519
18-06-2008,3499.92
19-06-2008,3439.21
20-06-2008,3354.26
23-06-2008,3267.35
24-06-2008,3208.23
25-06-2008,3217.92
26-06-2008,3239.08
27-06-2008,3202.21
30-06-2008,3235.68
01-07-2008,3163.53
02-07-2008,3239.03
03-07-2008,3185.41
04-07-2008,3179.74
07-07-2008,3169.24
08-07-2008,3155.74
09-07-2008,3208.53
10-07-2008,3208.05
11-07-2008,3185.37
14-07-2008,3162.63
15-07-2008,3017
16-07-2008,3063.79
17-07-2008,3071.15
18-07-2008,3081.31
21-07-2008,3194.19
22-07-2008,3224.57
23-07-2008,3263.38
24-07-2008,3256.68
25-07-2008,3243.51
28-07-2008,3244.9
29-07-2008,3188.8
30-07-2008,3230.37
31-07-2008,3203.18
01-08-2008,3236.56
04-08-2008,3277.96
05-08-2008,3303.23
06-08-2008,3288.12
07-08-2008,3299.15
08-08-2008,3315.44
11-08-2008,3314.29
12-08-2008,3268.18
13-08-2008,3309.05
14-08-2008,3322.6
18-08-2008,3311.97
19-08-2008,3331.56
20-08-2008,3391.55
21-08-2008,3328.61
22-08-2008,3343.72
25-08-2008,3340.26
26-08-2008,3350.73
27-08-2008,3346.6
28-08-2008,3317.24
29-08-2008,3346.63
01-09-2008,3364.25
02-09-2008,3388.46
04-09-2008,3389.63
05-09-2008,3318.31
08-09-2008,3359.18
09-09-2008,3333.73
10-09-2008,3330.43
11-09-2008,3263.03
12-09-2008,3262.67
15-09-2008,3152.58
16-09-2008,3068.58
17-09-2008,3014.64
18-09-2008,2982.36
19-09-2008,3057.74
22-09-2008,3066.29
23-09-2008,3050.69
24-09-2008,3062.18
25-09-2008,3012.2
26-09-2008,2990.8
29-09-2008,2893.86
30-09-2008,2910.84
01-10-2008,2925.25
03-10-2008,2897.44
06-10-2008,2755.07
07-10-2008,2692.92
08-10-2008,2639.56
10-10-2008,2527.45
13-10-2008,2572.61
14-10-2008,2726.86
15-10-2008,2681.59
16-10-2008,2651.15
17-10-2008,2565.08
20-10-2008,2613.78
21-10-2008,2647.07
22-10-2008,2568.32
23-10-2008,2453.04
24-10-2008,2250.14
27-10-2008,2131.53
28-10-2008,2202.99
29-10-2008,2126.66
31-10-2008,2201.19
03-11-2008,2265.25
04-11-2008,2268
05-11-2008,2317.54
06-11-2008,2337.11
07-11-2008,2344.41
10-11-2008,2438.12
11-11-2008,2374.15
12-11-2008,2345.65
14-11-2008,2317.18
17-11-2008,2299.56
18-11-2008,2269.06
19-11-2008,2243.69
20-11-2008,2211.25
21-11-2008,2245.37
24-11-2008,2255.66
25-11-2008,2244.84
26-11-2008,2296.14
28-11-2008,2300.44
01-12-2008,2272.03
02-12-2008,2269.08
03-12-2008,2257.19
04-12-2008,2266.38
05-12-2008,2245.36
08-12-2008,2244.17
10-12-2008,2269.71
11-12-2008,2241.83
12-12-2008,2234
15-12-2008,2270.55
16-12-2008,2335.58
17-12-2008,2301.8
18-12-2008,2312.27
19-12-2008,2350.32
22-12-2008,2323.14
23-12-2008,2280.06
24-12-2008,2274.03
26-12-2008,2290.78
29-12-2008,2323.34
30-12-2008,2341.65
31-12-2008,2361.76
01-01-2009,2373.36
02-01-2009,2373.27
05-01-2009,2370.1
06-01-2009,2381.09
07-01-2009,2295.05
09-01-2009,2288.38
12-01-2009,2261.04
13-01-2009,2244.76
14-01-2009,2291.73
15-01-2009,2250.63
16-01-2009,2276.14
19-01-2009,2262.72
20-01-2009,2236.29
21-01-2009,2173.8
22-01-2009,2145.01
23-01-2009,2137.08
27-01-2009,2167.33
28-01-2009,2169.06
29-01-2009,2151.89
30-01-2009,2128.3
02-02-2009,2104.02
03-02-2009,2091.97
04-02-2009,2081.42
05-02-2009,2081.72
06-02-2009,2108.69
09-02-2009,2154.97
10-02-2009,2186.93
11-02-2009,2152.59
12-02-2009,2159.39
13-02-2009,2139.6
16-02-2009,2095.37
17-02-2009,2077.74
18-02-2009,2068.06
19-02-2009,2065.29
20-02-2009,2041.83
24-02-2009,2037.92
25-02-2009,2053.64
26-02-2009,2039.83
27-02-2009,2039.19
02-03-2009,2030.11
03-03-2009,1999.62
04-03-2009,2018.11
05-03-2009,1986.47
06-03-2009,1992.35
09-03-2009,1968.69
12-03-2009,1998.28
13-03-2009,2004.31
16-03-2009,2020.71
17-03-2009,2018.62
18-03-2009,2029.58
19-03-2009,2035.21
20-03-2009,2022.77
23-03-2009,2083.98
24-03-2009,2070.81
25-03-2009,2071.73
26-03-2009,2097
27-03-2009,2149.27
30-03-2009,2148.73
31-03-2009,2200.35
01-04-2009,2176.18
02-04-2009,2211.87
06-04-2009,2213.78
08-04-2009,2285.36
09-04-2009,2277.75
13-04-2009,2305.26
15-04-2009,2399.94
16-04-2009,2372.33
17-04-2009,2341.46
20-04-2009,2330.04
21-04-2009,2369.02
22-04-2009,2331.28
23-04-2009,2344.63
24-04-2009,2368.13
27-04-2009,2396.06
28-04-2009,2358.34
29-04-2009,2389.24
04-05-2009,2423.97
05-05-2009,2425.87
06-05-2009,2411.04
07-05-2009,2448.84
08-05-2009,2419.91
