date,close
01-01-2008,4329.07
02-01-2008,4443.85
03-01-2008,4396.72
04-01-2008,4478.07
07-01-2008,4523.48
08-01-2008,4501.04
09-01-2008,4524.11
10-01-2008,4470.8
11-01-2008,4561.47
14-01-2008,4607.18
15-01-2008,4495.77
16-01-2008,4430.69
17-01-2008,4387.42
18-01-2008,4172.17
21-01-2008,3829.2
22-01-2008,3662.63
23-01-2008,3884.58
24-01-2008,3855.28
25-01-2008,4127.15
28-01-2008,4167.77
29-01-2008,4083.1
30-01-2008,4007.8
31-01-2008,3935.84
01-02-2008,4012.28
04-02-2008,4089.9
05-02-2008,4053.82
06-02-2008,3953.71
07-02-2008,3846.99
08-02-2008,3764.51
11-02-2008,3557.11
12-02-2008,3599.72
13-02-2008,3710.67
14-02-2008,3903.83
15-02-2008,4013.91
18-02-2008,4018.03
19-02-2008,4028.87
20-02-2008,3889.81
21-02-2008,3820.39
22-02-2008,3703.28
25-02-2008,3705.69
26-02-2008,3734.05
27-02-2008,3750.63
28-02-2008,3721.5
29-02-2008,3728.68
03-03-2008,3443.16
04-03-2008,3345.12
05-03-2008,3330.49
07-03-2008,3175.67
10-03-2008,3139.68
11-03-2008,3176.12
12-03-2008,3179.2
13-03-2008,2994.22
14-03-2008,3070.71
17-03-2008,2795.4
18-03-2008,2758.83
19-03-2008,2768.01
24-03-2008,2862.42
25-03-2008,3109.23
26-03-2008,3117.75
27-03-2008,3070.28
28-03-2008,3092.67
31-03-2008,2890.19
01-04-2008,2862.31
02-04-2008,2931.48
03-04-2008,2919.38
04-04-2008,2815.61
07-04-2008,2917.97
08-04-2008,2928.35
09-04-2008,3007.23
10-04-2008,2944.33
11-04-2008,2941.54
15-04-2008,2970.12
16-04-2008,2989.15
17-04-2008,3079.45
21-04-2008,3172.29
22-04-2008,3236.86
23-04-2008,3180.24
24-04-2008,3176.33
25-04-2008,3293.59
28-04-2008,3287.71
29-04-2008,3376.18
30-04-2008,3327.48
02-05-2008,3405.76
05-05-2008,3379.42
06-05-2008,3352.37
07-05-2008,3337.37
08-05-2008,3255.37
09-05-2008,3148.01
12-05-2008,3166.7
13-05-2008,3162.6
14-05-2008,3176.76
15-05-2008,3257.25
16-05-2008,3292.13
20-05-2008,3235.51
21-05-2008,3199.37
22-05-2008,3106.76
23-05-2008,3060.76
26-05-2008,2949.1
27-05-2008,2885.75
28-05-2008,2950.27
29-05-2008,2869.35
30-05-2008,2891.44
02-06-2008,2787.27
03-06-2008,2757.2
04-06-2008,2679.83
05-06-2008,2729.82
06-06-2008,2685.5
09-06-2008,2585.58
10-06-2008,2531.06
11-06-2008,2599.14
12-06-2008,2604.62
13-06-2008,2594.68
16-06-2008,2642.52
17-06-2008,2771.52
18-06-2008,2695.95
19-06-2008,2585.52
20-06-2008,2499.55
23-06-2008,2446.16
24-06-2008,2427.65
25-06-2008,2416.91
26-06-2008,2432.54
27-06-2008,2293.2
30-06-2008,2199.74
01-07-2008,2078.9
02-07-2008,2225.54
03-07-2008,2118.84
04-07-2008,2211.99
07-07-2008,2256.27
08-07-2008,2257.06
09-07-2008,2363.32
10-07-2008,2361.97
11-07-2008,2289.02
14-07-2008,2264.92
15-07-2008,2107.28
16-07-2008,2049.67
17-07-2008,2190.15
18-07-2008,2356.5
21-07-2008,2411.96
22-07-2008,2492.27
23-07-2008,2738.11
24-07-2008,2701.26
25-07-2008,2564.74
28-07-2008,2565.61
29-07-2008,2379.06
30-07-2008,2510.73
31-07-2008,2516.41
01-08-2008,2609.68
04-08-2008,2612.69
05-08-2008,2755.88
06-08-2008,2728.45
07-08-2008,2762.57
08-08-2008,2797.16
11-08-2008,2899.23
12-08-2008,2815.43
13-08-2008,2763.59
14-08-2008,2621.1
18-08-2008,2623.35
19-08-2008,2602.43
20-08-2008,2627.31
21-08-2008,2490.21
22-08-2008,2524.01
25-08-2008,2565.69
26-08-2008,2592.75
27-08-2008,2542.19
28-08-2008,2498.05
29-08-2008,2644.36
01-09-2008,2644.35
02-09-2008,2796.45
04-09-2008,2774.04
05-09-2008,2672.77
08-09-2008,2786.02
09-09-2008,2756.26
10-09-2008,2729.96
11-09-2008,2674.51
12-09-2008,2603.1
15-09-2008,2521.06
16-09-2008,2541.4
17-09-2008,2465.62
18-09-2008,2509.43
19-09-2008,2651.23
22-09-2008,2655.04
23-09-2008,2533.5
24-09-2008,2561.2
25-09-2008,2546.4
26-09-2008,2442.93
29-09-2008,2330.04
30-09-2008,2435.34
01-10-2008,2500.91
03-10-2008,2404.05
06-10-2008,2282.94
07-10-2008,2243.46
08-10-2008,2143.47
10-10-2008,1981.51
