date,close
01-01-2008,9905.25
02-01-2008,10250.85
03-01-2008,10100.7
04-01-2008,10233.2
07-01-2008,10391.1
08-01-2008,10355.6
09-01-2008,10306.45
10-01-2008,10266.85
11-01-2008,10561.55
14-01-2008,10698.35
15-01-2008,10465.7
16-01-2008,10346.95
17-01-2008,10261.5
18-01-2008,9739.9
21-01-2008,9038.95
22-01-2008,8682.45
23-01-2008,9259.2
24-01-2008,9133.85
25-01-2008,9752.25
28-01-2008,9901.9
29-01-2008,9569.6
30-01-2008,9404.15
31-01-2008,9226.25
01-02-2008,9327.05
04-02-2008,9561.5
05-02-2008,9397.8
06-02-2008,9185.65
07-02-2008,8960.45
08-02-2008,8817
11-02-2008,8419.25
12-02-2008,8512.35
13-02-2008,8748.75
14-02-2008,9125.2
15-02-2008,9380.05
18-02-2008,9404.2
19-02-2008,9423.45
20-02-2008,9129.1
21-02-2008,8946.2
22-02-2008,8685.1
25-02-2008,8666.5
26-02-2008,8742.25
27-02-2008,8719.6
28-02-2008,8608.25
29-02-2008,8688.35
03-03-2008,8047.45
04-03-2008,7736.6
05-03-2008,7588.35
07-03-2008,7268.15
10-03-2008,7272.5
11-03-2008,7356.4
12-03-2008,7341.55
13-03-2008,6914.65
14-03-2008,7106
17-03-2008,6556.2
18-03-2008,6472.8
19-03-2008,6456.55
24-03-2008,6634.6
25-03-2008,7147.15
26-03-2008,7120.9
27-03-2008,6969.3
28-03-2008,7037.85
31-03-2008,6655
01-04-2008,6608.1
02-04-2008,6772.7
03-04-2008,6746.1
04-04-2008,6545.15
07-04-2008,6832.4
08-04-2008,6862.7
09-04-2008,7059.55
10-04-2008,6872.85
11-04-2008,6838.45
15-04-2008,6916.75
16-04-2008,6951.9
17-04-2008,7165.05
21-04-2008,7425.45
22-04-2008,7520.9
23-04-2008,7378.05
24-04-2008,7391.9
25-04-2008,7616.3
28-04-2008,7590.05
29-04-2008,7737.45
30-04-2008,7629
02-05-2008,7871.9
05-05-2008,7851.5
06-05-2008,7814.55
07-05-2008,7743.6
08-05-2008,7518.8
09-05-2008,7299
12-05-2008,7330.55
13-05-2008,7340.95
14-05-2008,7324.85
15-05-2008,7508.15
16-05-2008,7644.6
20-05-2008,7459.2
21-05-2008,7374.25
22-05-2008,7147.3
23-05-2008,7009.05
26-05-2008,6767.45
27-05-2008,6593.95
28-05-2008,6780.9
29-05-2008,6576.75
30-05-2008,6584.35
02-06-2008,6347.15
03-06-2008,6301.2
04-06-2008,6113.65
05-06-2008,6211.8
06-06-2008,6140.05
09-06-2008,5949.2
10-06-2008,5814.35
11-06-2008,5971.25
12-06-2008,5999.35
13-06-2008,5993.15
16-06-2008,6127.75
17-06-2008,6425.65
18-06-2008,6200.55
19-06-2008,5957.25
20-06-2008,5758.6
23-06-2008,5593.75
24-06-2008,5489.85
25-06-2008,5480.7
26-06-2008,5512.15
27-06-2008,5210.9
30-06-2008,5027.05
01-07-2008,4732.85
02-07-2008,5025.75
03-07-2008,4851.35
04-07-2008,4990.9
07-07-2008,5075.6
08-07-2008,5106.8
09-07-2008,5341.45
10-07-2008,5339
11-07-2008,5240.7
14-07-2008,5207.75
15-07-2008,4838.95
16-07-2008,4726.45
17-07-2008,5034.75
18-07-2008,5389.15
21-07-2008,5601.5
22-07-2008,5793.7
23-07-2008,6343.15
24-07-2008,6213.6
25-07-2008,5917.25
28-07-2008,5919.15
29-07-2008,5422.15
30-07-2008,5719.45
31-07-2008,5730.05
01-08-2008,5961.9
04-08-2008,5992.4
05-08-2008,6371.7
06-08-2008,6328.2
07-08-2008,6363.15
08-08-2008,6447.5
11-08-2008,6723.2
12-08-2008,6490.8
13-08-2008,6370.75
14-08-2008,6030.05
18-08-2008,6015.05
19-08-2008,5992.4
20-08-2008,6026.3
21-08-2008,5711.55
22-08-2008,5776.05
25-08-2008,5860.8
26-08-2008,5943.2
27-08-2008,5823.55
28-08-2008,5721.15
29-08-2008,6102.05
01-09-2008,6128.85
02-09-2008,6508.9
04-09-2008,6494.65
05-09-2008,6288.6
08-09-2008,6538.85
09-09-2008,6441.35
10-09-2008,6427.55
11-09-2008,6332.25
12-09-2008,6194.15
15-09-2008,5997.65
16-09-2008,6132.95
17-09-2008,5912.5
18-09-2008,6077.2
19-09-2008,6312.05
22-09-2008,6303.9
23-09-2008,6033.35
24-09-2008,6109.65
25-09-2008,6080.2
26-09-2008,5828.6
29-09-2008,5538.75
30-09-2008,5803.55
01-10-2008,5982.4
03-10-2008,5793.35
06-10-2008,5560.55
07-10-2008,5457.55
08-10-2008,5222.6
10-10-2008,4938
13-10-2008,5496.75
14-10-2008,5578.4
15-10-2008,5425.25
16-10-2008,5481.65
17-10-2008,5183.55
20-10-2008,5284.2
21-10-2008,5414.5
22-10-2008,5095.75
23-10-2008,4932.4
24-10-2008,4310.05
27-10-2008,4092.9
28-10-2008,4315.75
29-10-2008,4280.45
31-10-2008,4521.7
03-11-2008,4875.7
04-11-2008,5220.7
05-11-2008,5121.3
06-11-2008,4940
07-11-2008,5043.55
10-11-2008,5261.15
11-11-2008,4945.7
12-11-2008,4748.15
14-11-2008,4719.4
17-11-2008,4545.3
18-11-2008,4346.75
19-11-2008,4233.7
20-11-2008,4086.9
21-11-2008,4300.7
24-11-2008,4164.75
25-11-2008,4053.2
26-11-2008,4267.9
28-11-2008,4291.15
01-12-2008,4124.3
02-12-2008,4099.3
03-12-2008,4220.35
04-12-2008,4446.65
05-12-2008,4357
08-12-2008,4429.85
10-12-2008,4550.75
11-12-2008,4597.15
12-12-2008,4655.3
15-12-2008,4707.5
16-12-2008,4820.65
17-12-2008,4789.65
18-12-2008,5122.95
19-12-2008,5144.15
22-12-2008,5036.5
23-12-2008,4858.35
24-12-2008,4930.25
26-12-2008,4789.45
29-12-2008,4953.95
30-12-2008,5062.2
31-12-2008,5001.55
01-01-2009,5116.55
02-01-2009,5195.1
05-01-2009,5359.4
06-01-2009,5395.3
07-01-2009,4984.55
