date,market_index_value,nifty_auto_value,nifty_bank_value,nifty_energy_value,nifty_financial_services_value,nifty_fmcg_value,nifty_it_value,nifty_metal_value,nifty_pharma_value,nifty_realty_value
2013-06-10,2435.69,4619.6,12087.05,7690.45,4991.75,17373.35,6604.7,2119.6,6705.95,210.65
2013-06-11,2395.43,4564.55,11820.5,7576.15,4876.3,17251.95,6550.95,2025.75,6686.2,202.65
2013-06-12,2385.38,4535.45,11814.85,7599.4,4849.9,17066.9,6438.6,1991.9,6731.5,202.8
2013-06-13,2351.33,4419.35,11686.75,7551.9,4795.7,16872.2,6334.6,1971.2,6607.3,198.15
2013-06-14,2381.99,4543.2,11922.85,7721.85,4909.35,17037.75,6370.4,2023.0,6656.9,202.85
2013-06-17,2389.35,4625.95,11971.05,7768.1,4942.25,17123.05,6423.2,2021.15,6674.45,202.85
2013-06-18,2394.82,4617.9,11820.95,7710.5,4891.5,17063.25,6451.95,2035.55,6671.25,202.4
2013-06-19,2406.01,4591.05,11852.65,7740.15,4918.9,17061.2,6435.1,2060.85,6647.5,204.6
2013-06-20,2358.32,4512.7,11375.4,7487.75,4736.6,16747.2,6290.15,1967.0,6617.1,193.65
2013-06-21,2325.01,4505.65,11340.15,7521.75,4726.15,16696.35,6381.85,1941.15,6597.85,191.2
2013-06-24,2263.13,4439.75,11178.3,7432.9,4672.9,16341.8,6309.45,1920.25,6552.8,182.25
2013-06-25,2252.15,4457.05,11181.05,7493.5,4659.35,16425.25,6268.85,1912.85,6515.75,183.05
2013-06-26,2244.31,4379.9,11066.55,7519.3,4623.0,16567.1,6378.35,1886.4,6442.55,182.2
2013-06-27,2254.73,4404.55,11235.75,7708.85,4710.1,16564.45,6587.15,1887.95,6597.7,185.6
2013-06-28,2309.31,4539.45,11617.25,7998.5,4882.0,16688.2,6634.15,1969.2,6756.3,192.25
2013-07-01,2348.33,4630.15,11714.9,8153.8,4920.0,16965.15,6526.45,2008.25,6838.85,202.85
2013-07-02,2339.78,4589.35,11614.25,8048.55,4874.4,16938.75,6474.25,1987.6,6880.95,198.6
2013-07-03,2300.83,4556.75,11357.8,7841.75,4762.4,16998.95,6451.3,1932.35,6918.85,188.8
2013-07-04,2316.83,4588.25,11381.2,7906.95,4764.7,17489.95,6633.2,1929.2,6968.15,191.15
2013-07-05,2322.67,4593.2,11434.3,8005.15,4785.8,17636.35,6604.7,1938.35,6983.95,191.8
2013-07-08,2316.33,4524.6,11283.3,7848.15,4691.75,17748.3,6607.95,1911.25,6979.35,187.95
2013-07-09,2332.81,4535.1,11442.45,7909.65,4749.85,17782.5,6653.9,1917.75,7097.45,191.55
2013-07-10,2323.36,4470.65,11364.45,7767.8,4725.45,17666.25,6690.95,1899.2,7117.05,189.05
2013-07-11,2339.31,4489.8,11655.3,7920.45,4845.95,17953.7,6799.5,1948.25,7174.3,194.3
2013-07-12,2340.13,4492.95,11722.8,7992.9,4870.7,17874.75,7249.4,1948.95,7251.45,193.25
2013-07-15,2364.2,4515.0,11790.25,8013.1,4886.85,18067.35,7225.4,1948.75,7272.1,197.5
2013-07-16,2330.79,4485.55,11226.15,8062.05,4671.75,18362.1,7208.8,1916.65,7235.9,185.2
2013-07-17,2314.83,4449.75,10971.6,8140.45,4600.15,19001.15,7272.0,1879.35,7234.3,184.65
2013-07-18,2331.21,4462.3,11187.7,8238.2,4676.2,19133.55,7306.35,1896.0,7301.6,190.15
2013-07-19,2318.66,4536.5,10973.9,8276.45,4583.05,19100.85,7503.7,1891.25,7241.3,186.5
2013-07-22,2325.64,4584.6,11086.95,8162.9,4649.5,19105.1,7556.55,1885.3,7235.85,185.35
2013-07-23,2329.65,4600.1,11239.7,8203.35,4695.75,19407.85,7604.0,1894.55,7240.6,187.95
2013-07-24,2293.0,4536.35,10720.15,8152.65,4510.45,19344.2,7669.25,1859.05,7257.0,185.5
2013-07-25,2267.35,4547.55,10614.0,8032.95,4470.0,18685.8,7678.15,1827.7,7129.95,184.6
2013-07-26,2250.83,4527.75,10465.25,8009.0,4428.7,18743.35,7663.0,1768.5,7158.35,182.1
2013-07-29,2226.81,4535.4,10331.0,7934.65,4380.1,18258.85,7673.3,1736.75,7132.75,178.0
2013-07-30,2183.33,4441.4,10209.55,7641.45,4354.55,17898.0,7718.85,1704.7,7056.1,171.85
2013-07-31,2173.92,4474.0,10015.75,7716.65,4278.4,17480.95,7787.35,1736.3,7107.85,167.55
2013-08-01,2143.93,4411.55,10142.95,7550.0,4336.7,17435.15,7777.1,1700.95,7102.45,160.25
2013-08-02,2135.84,4390.35,9997.8,7502.85,4294.75,17148.15,7858.35,1639.05,7036.1,153.75
2013-08-05,2140.7,4369.45,10094.9,7538.15,4323.9,17262.45,7916.5,1677.45,6995.95,154.0
2013-08-06,2083.96,4329.75,9703.1,7338.85,4145.8,16950.4,7877.15,1628.2,6927.95,146.9
2013-08-07,2092.78,4268.75,9757.25,7550.0,4130.05,16687.1,7767.75,1679.7,6877.55,155.1
2013-08-08,2121.07,4344.75,9816.4,7543.15,4176.35,16797.4,7801.45,1725.6,6856.1,158.6
2013-08-12,2153.62,4384.35,9711.4,7493.7,4174.05,17198.95,7841.45,1802.9,6986.0,159.8
2013-08-13,2185.58,4480.6,9985.65,7555.8,4293.85,17325.35,7976.25,1800.75,7101.85,167.85
2013-08-14,2198.64,4622.45,10026.4,7736.6,4299.8,17353.7,7956.1,1849.4,7085.15,172.7
2013-08-16,2145.37,4512.6,9450.85,7394.25,4073.1,16684.65,7774.2,1748.2,6960.75,161.2
2013-08-19,2108.65,4368.55,9145.0,7309.75,3976.35,16313.35,7793.2,1777.6,6778.05,161.55
2013-08-20,2091.41,4274.2,9218.95,7320.7,3980.35,16336.95,7693.5,1840.7,6694.75,165.95
2013-08-21,2066.55,4210.2,9264.4,7058.25,4014.15,15805.0,7594.05,1786.85,6497.2,159.5
2013-08-22,2080.52,4281.75,9268.9,7284.5,3998.75,16050.8,7777.5,1921.6,6676.5,158.65
2013-08-23,2108.89,4355.45,9470.1,7377.85,4069.0,16176.45,7893.2,1944.6,6710.2,155.45
2013-08-26,2125.07,4357.75,9373.55,7374.65,4033.1,16210.35,7958.65,1959.25,6785.5,157.75
2013-08-27,2074.54,4244.35,8870.5,7152.55,3784.75,15766.0,7975.8,1891.45,6649.05,151.0
2013-08-28,2052.2,4249.4,8760.85,7127.85,3714.1,15703.5,8175.3,1921.15,6727.25,149.15
2013-08-29,2079.92,4347.0,8904.6,7339.75,3815.95,16059.25,8246.9,1973.25,6849.2,149.75
2013-08-30,2086.11,4345.6,9049.2,7379.9,3890.05,16283.05,8382.4,1932.55,6980.55,149.55
2013-09-02,2112.03,4354.55,9139.5,7539.25,3941.4,16828.35,8396.9,1993.4,7046.6,154.75
2013-09-03,2069.59,4291.4,8664.2,7255.3,3749.6,16048.75,8259.4,1939.75,6871.45,147.2
2013-09-04,2090.67,4398.95,8845.75,7404.8,3812.35,16126.4,8454.1,1990.9,7046.3,146.7
2013-09-05,2123.81,4443.0,9682.4,7535.5,4110.55,16606.3,8203.4,2015.4,7023.5,155.35
2013-09-06,2139.24,4432.85,9961.4,7677.85,4219.9,16678.45,8216.5,2019.15,7103.8,155.2
2013-09-10,2172.12,4697.95,10188.25,7822.5,4369.7,17576.3,8411.05,2078.75,7192.7,159.45
2013-09-11,2200.17,4706.1,10369.1,7786.1,4421.55,17376.9,8373.25,2144.3,7266.65,164.3
2013-09-12,2195.08,4627.75,10158.55,7707.0,4364.85,17506.0,8270.15,2088.25,7275.65,165.15
2013-09-13,2202.54,4662.05,10180.45,7746.1,4364.55,17306.4,8172.65,2101.7,7287.9,169.8
2013-09-16,2195.5,4683.1,10368.4,7729.3,4420.95,17382.35,8017.2,2076.4,7107.0,165.85
2013-09-17,2187.58,4713.45,10279.6,7671.5,4381.55,17499.5,8154.25,2094.05,7096.45,164.75
2013-09-18,2199.83,4716.75,10447.85,7767.2,4419.5,17748.9,8159.1,2094.05,7152.6,168.2
2013-09-19,2248.74,4847.25,11148.65,7988.25,4677.95,18316.4,8156.95,2172.1,7245.95,178.05
2013-09-20,2227.86,4773.45,10686.8,7924.45,4521.95,18149.7,8132.8,2142.25,7260.7,164.75
2013-09-23,2204.44,4714.4,10211.7,7764.2,4344.25,17907.95,8200.7,2146.1,7185.6,157.35
2013-09-24,2211.22,4769.75,10175.9,7774.8,4347.95,17905.95,8169.1,2121.9,7205.05,157.0
2013-09-25,2218.55,4769.15,10081.7,7704.3,4305.0,17726.1,8187.55,2145.7,7299.85,156.6
2013-09-26,2221.17,4766.65,10098.25,7637.2,4325.15,17833.8,8157.8,2156.4,7362.85,155.5
2013-09-27,2218.75,4748.75,9899.75,7630.15,4251.8,17872.8,8166.55,2122.35,7364.6,153.45
2013-09-30,2212.29,4681.95,9617.8,7515.35,4139.9,17637.4,8167.8,2067.8,7361.05,149.65
2013-10-01,2223.11,4727.1,9883.3,7446.5,4247.4,17667.1,8181.65,2064.3,7382.5,154.0
2013-10-03,2253.81,4843.55,10222.95,7624.0,4368.75,17533.7,8360.85,2145.6,7467.3,157.2
2013-10-04,2258.76,4887.6,10197.15,7633.65,4357.05,17572.75,8352.35,2160.55,7472.45,159.75
2013-10-07,2269.76,4888.2,10082.1,7613.7,4324.95,17602.65,8461.55,2181.6,7552.65,159.15
2013-10-08,2270.66,4889.7,10141.45,7641.55,4327.45,17793.75,8435.0,2164.75,7565.85,161.1
2013-10-09,2291.99,4917.0,10334.95,7744.05,4403.65,17839.15,8564.45,2183.2,7710.6,168.55
2013-10-10,2302.17,5006.3,10288.95,7744.65,4394.25,17833.6,8603.8,2195.95,7731.55,169.45
2013-10-11,2306.51,5099.45,10622.15,7741.3,4491.65,17673.95,8870.15,2164.45,7642.05,174.25
2013-10-14,2320.78,5116.05,10665.25,7760.95,4489.9,17558.5,9061.75,2148.3,7612.85,173.85
2013-10-15,2294.58,5085.9,10389.25,7741.1,4412.6,17545.7,9120.3,2163.95,7589.0,171.1
2013-10-17,2292.8,5024.95,10336.55,7811.0,4389.15,17722.45,8797.85,2164.4,7546.95,169.15
2013-10-18,2320.24,5091.95,10744.9,7969.0,4544.5,18091.4,8893.85,2236.65,7632.2,174.3
2013-10-21,2342.13,5122.85,10797.55,8025.2,4562.8,17839.5,8854.9,2277.9,7634.3,179.7
2013-10-22,2357.54,5099.9,10809.1,8030.4,4551.0,17795.0,8915.15,2283.35,7648.15,178.5
2013-10-23,2351.92,5059.75,10880.65,7949.95,4562.2,17842.8,8829.55,2274.7,7582.65,176.15
2013-10-24,2353.92,5094.75,10902.45,7892.75,4576.1,17889.4,8681.65,2259.9,7542.9,174.05
2013-10-25,2341.36,5039.35,10896.5,7880.3,4571.5,17723.95,8812.55,2230.35,7473.2,170.0
2013-10-28,2320.88,5034.85,10773.2,7882.3,4553.35,17268.9,8783.2,2195.5,7397.55,165.95
2013-10-29,2354.95,5153.55,11241.65,7968.25,4723.65,17363.95,8822.1,2244.95,7508.3,170.45
2013-10-30,2361.51,5155.85,11249.35,7976.05,4748.75,17568.2,8835.15,2245.2,7605.75,171.0
2013-10-31,2395.58,5163.9,11473.15,8100.05,4810.3,17617.0,8852.8,2284.15,7495.95,172.1
2013-11-01,2427.96,5228.85,11628.65,8029.35,4867.3,17385.8,8799.55,2311.6,7502.8,176.9
2013-11-03,2448.1,5255.8,11649.9,8069.55,4865.45,17503.0,8822.85,2325.4,7554.1,177.85
2013-11-05,2470.94,5248.05,11498.9,8032.1,4824.85,17040.25,8724.1,2325.25,7413.3,178.25
2013-11-06,2461.92,5216.75,11292.55,8002.35,4741.8,16949.75,8843.05,2295.9,7476.9,174.85
2013-11-07,2437.77,5167.85,11054.9,7914.45,4673.2,16904.25,8956.55,2313.15,7481.75,170.1
2013-11-08,2434.86,5137.4,10913.15,7843.15,4587.5,16835.5,8956.9,2320.05,7491.55,172.65
2013-11-11,2415.82,5083.5,10758.45,7733.0,4538.95,16614.35,8962.85,2294.2,7519.35,167.35
2013-11-12,2394.64,5003.55,10583.05,7638.9,4473.7,16727.1,8914.4,2253.55,7523.65,165.25
2013-11-13,2381.74,5027.3,10523.35,7593.9,4449.9,16543.4,8859.15,2257.5,7518.75,163.1
2013-11-14,2404.35,5177.9,10811.2,7657.8,4544.4,16596.55,8862.0,2288.75,7461.5,167.15
2013-11-18,2431.14,5233.8,11142.3,7833.9,4676.6,17059.65,8978.35,2309.95,7517.8,171.7
2013-11-19,2438.14,5250.4,11187.85,7836.8,4689.3,16976.9,9003.9,2314.55,7497.1,174.25
2013-11-20,2429.78,5179.6,10967.15,7746.0,4607.3,16823.15,8915.35,2316.8,7400.65,173.65
2013-11-21,2399.99,5132.15,10706.9,7606.3,4492.3,16509.75,8767.1,2278.25,7283.55,169.5
2013-11-22,2400.5,5071.6,10677.35,7651.95,4503.8,16414.8,8785.45,2272.45,7293.2,168.15
2013-11-25,2427.26,5175.5,11083.4,7761.5,4661.6,16763.55,8783.8,2295.05,7337.2,172.4
2013-11-26,2415.37,5201.1,10909.35,7669.3,4600.55,16606.4,8758.3,2273.7,7272.65,170.65
2013-11-27,2421.1,5253.35,10899.3,7650.45,4594.6,16732.45,8702.4,2282.5,7245.9,169.7
2013-11-28,2443.68,5275.95,10906.75,7715.4,4600.8,16765.85,8748.35,2306.1,7268.1,171.7
2013-11-29,2465.23,5283.15,11153.95,7799.05,4692.3,17004.0,8820.75,2346.0,7351.8,174.25
2013-12-02,2484.34,5310.95,11284.35,7782.1,4738.9,17013.5,8854.0,2374.1,7502.1,175.25
2013-12-03,2492.07,5287.3,11211.3,7802.35,4718.4,16886.8,8867.8,2380.2,7478.05,177.3
2013-12-04,2471.84,5230.0,11156.75,7764.1,4676.25,16643.3,8876.6,2386.6,7441.4,172.4
2013-12-05,2479.36,5245.9,11665.1,7858.5,4854.95,16469.45,8834.55,2412.75,7344.15,174.9
2013-12-06,2494.22,5273.5,11720.2,7928.3,4844.55,16505.45,8827.8,2427.75,7365.75,175.35
2013-12-09,2511.28,5351.7,12065.9,8074.95,4957.0,16571.0,8877.1,2445.5,7384.75,180.25
2013-12-10,2502.55,5347.5,11843.45,7946.65,4870.05,16724.15,9045.9,2460.45,7406.6,178.0
2013-12-11,2498.27,5293.85,11784.35,7907.75,4864.95,16829.15,9028.2,2446.15,7386.95,176.85
2013-12-12,2490.73,5180.9,11635.5,7829.05,4830.65,16714.15,8964.95,2412.85,7319.25,176.0
2013-12-13,2458.78,5180.2,11366.9,7745.05,4723.35,16622.95,8957.6,2398.8,7276.9,172.5
2013-12-16,2463.54,5150.7,11372.95,7656.1,4723.3,16501.85,9110.25,2401.05,7313.75,172.25
2013-12-17,2460.09,5140.85,11208.65,7598.0,4649.1,16612.2,9119.35,2402.65,7442.55,171.25
2013-12-18,2493.56,5228.9,11357.9,7761.7,4718.15,16675.2,9167.9,2417.7,7517.3,177.05
2013-12-19,2468.13,5216.35,11087.45,7661.15,4605.7,16617.0,9329.0,2421.95,7597.65,175.85
2013-12-20,2509.7,5320.55,11292.35,7926.3,4712.0,16750.7,9488.25,2435.15,7646.6,180.85
2013-12-23,2535.64,5333.35,11378.5,7951.75,4719.65,16811.35,9385.45,2473.35,7644.05,186.9
2013-12-24,2551.91,5331.9,11330.65,7929.5,4695.75,16811.95,9391.5,2449.65,7641.05,186.95
2013-12-26,2559.8,5311.95,11385.75,7932.1,4712.4,16853.65,9430.1,2461.05,7601.35,186.4
2013-12-27,2572.01,5309.05,11459.7,7903.25,4749.15,16975.75,9579.1,2475.6,7661.2,187.25
2013-12-30,2568.33,5278.85,11376.0,7909.8,4733.5,17020.15,9499.6,2491.7,7620.95,184.15
2013-12-31,2587.84,5285.0,11385.25,7961.2,4742.9,17024.1,9517.85,2486.6,7634.95,184.6
2014-01-01,2601.98,5292.65,11385.6,7931.7,4737.6,17050.45,9462.8,2493.8,7667.3,189.15
2014-01-02,2551.86,5253.55,11183.2,7809.6,4665.0,16719.6,9478.35,2453.3,7625.1,183.75
2014-01-03,2563.06,5194.9,11181.65,7689.55,4664.1,16768.4,9673.2,2424.0,7663.1,185.55
2014-01-06,2574.45,5204.8,11049.05,7660.75,4628.35,16816.5,9640.75,2428.8,7697.25,184.15
2014-01-07,2562.56,5209.7,11036.75,7552.3,4619.25,16801.2,9522.75,2386.15,7714.15,180.95
2014-01-08,2571.78,5251.6,11053.7,7585.35,4626.35,16837.0,9531.55,2397.9,7806.6,179.85
2014-01-09,2556.12,5219.1,10970.45,7649.7,4595.75,16745.35,9575.85,2422.5,7861.85,175.25
2014-01-10,2534.06,5165.65,10805.3,7669.35,4541.3,16969.7,9782.7,2389.6,7880.35,172.4
2014-01-13,2535.06,5210.65,11021.6,7812.95,4634.65,16990.75,10060.15,2388.55,7828.35,173.75
2014-01-14,2523.75,5184.0,10948.9,7798.9,4612.4,16942.75,9996.8,2351.05,7884.8,171.1
2014-01-15,2535.01,5239.95,11125.4,7831.15,4697.4,17087.1,10065.95,2378.1,7889.0,173.3
2014-01-16,2532.91,5200.4,11092.55,7823.4,4692.2,16942.05,10127.75,2421.8,7816.8,174.2
2014-01-17,2503.29,5197.85,10911.35,7822.5,4612.95,16923.85,9884.35,2404.75,7816.1,169.7
2014-01-20,2527.91,5239.45,11007.5,7764.15,4631.5,17122.0,10154.0,2409.25,7812.6,170.95
2014-01-21,2531.16,5288.7,11171.5,7711.3,4684.5,17088.5,10095.55,2424.9,7772.55,171.95
2014-01-22,2538.93,5310.9,11207.35,7775.5,4696.65,17074.05,10112.8,2447.9,7895.2,173.2
2014-01-23,2527.74,5256.05,11199.0,7733.6,4714.05,17113.85,10086.35,2436.85,7921.45,172.8
2014-01-24,2487.87,5168.25,10982.4,7724.7,4639.55,16886.45,10010.5,2393.6,7811.95,167.35
2014-01-27,2418.78,4998.7,10540.4,7543.05,4489.1,16826.7,9938.65,2301.1,7742.95,154.9
2014-01-28,2414.78,5010.2,10507.6,7543.45,4483.9,16899.85,9837.95,2343.8,7665.9,156.95
2014-01-29,2416.06,5010.9,10437.75,7522.85,4463.8,16904.9,9896.7,2312.7,7716.2,155.9
2014-01-30,2394.61,5021.25,10153.15,7450.2,4384.35,16763.35,9878.75,2252.0,7683.45,151.5
2014-01-31,2439.31,5009.85,10237.75,7516.3,4385.65,16861.2,9957.45,2279.65,7701.2,154.55
2014-02-03,2416.68,4912.4,10102.1,7425.4,4317.3,16709.9,9792.1,2211.65,7788.0,151.3
2014-02-04,2424.23,4938.6,10191.2,7446.6,4342.35,16849.75,9611.65,2197.55,7737.05,152.35
2014-02-05,2434.56,5021.85,10231.65,7461.3,4355.0,16679.4,9718.45,2237.55,7741.05,155.0
2014-02-06,2434.81,5061.95,10205.2,7468.75,4353.65,16925.75,9696.05,2258.6,7739.9,152.25
2014-02-07,2453.26,5092.05,10263.2,7491.2,4368.25,16852.75,9648.4,2317.45,7872.0,153.7
2014-02-10,2451.62,5115.4,10213.9,7527.65,4331.1,16827.55,9619.25,2304.65,7932.5,155.7
2014-02-11,2458.35,5166.2,10245.45,7459.0,4354.2,16803.9,9710.25,2313.15,7895.6,154.45
2014-02-12,2462.42,5173.65,10348.8,7531.35,4403.1,16663.2,9739.8,2283.45,7878.0,153.65
2014-02-13,2438.85,5171.7,10135.7,7405.95,4313.5,16479.5,9721.35,2238.95,7737.1,154.55
2014-02-14,2438.91,5198.9,10203.75,7501.0,4335.5,16575.35,9855.45,2254.9,7725.7,154.65
2014-02-17,2433.92,5236.2,10326.55,7495.55,4387.5,16569.5,9867.5,2238.95,7773.45,152.85
2014-02-18,2448.7,5275.4,10575.2,7498.15,4498.65,16505.65,9884.85,2263.9,7797.4,154.2
2014-02-19,2458.19,5275.35,10609.6,7492.1,4512.55,16500.7,10033.05,2241.65,7888.15,154.95
2014-02-20,2454.5,5259.65,10428.3,7435.45,4442.6,16336.1,9971.7,2214.65,7901.4,154.65
2014-02-21,2472.9,5285.75,10554.35,7490.75,4492.7,16556.35,10101.05,2235.95,7903.3,154.4
2014-02-24,2482.55,5314.0,10683.5,7462.05,4541.1,16630.2,10067.65,2218.45,8004.65,154.35
2014-02-25,2488.98,5346.0,10666.75,7437.45,4539.75,16688.6,10162.9,2178.35,8001.75,154.6
2014-02-26,2493.11,5396.35,10730.4,7452.3,4570.75,16867.8,10200.85,2142.55,8085.3,154.0
2014-02-28,2507.25,5467.25,10764.7,7424.15,4580.65,16845.7,10338.55,2163.65,8276.5,154.05
2014-03-03,2496.5,5404.5,10651.95,7428.05,4533.75,16837.05,10209.1,2160.65,8122.95,153.7
2014-03-04,2524.75,5437.85,10929.05,7542.6,4625.25,16969.8,10196.55,2228.4,8081.25,155.4
2014-03-05,2548.51,5434.65,11098.8,7523.5,4681.6,17038.9,10237.25,2245.35,8065.85,158.75
2014-03-06,2581.9,5478.95,11278.35,7686.75,4758.95,17084.45,10254.6,2294.95,8046.1,165.5
2014-03-07,2580.06,5530.3,11884.75,7942.15,4950.05,17190.55,10054.9,2334.0,7897.85,174.8
2014-03-10,2591.16,5552.85,12108.1,8016.25,5030.45,17116.05,9809.55,2311.05,7751.7,179.4
2014-03-11,2586.14,5516.95,12043.15,7990.85,5014.3,17074.55,9828.6,2234.65,7686.65,183.55
2014-03-12,2585.58,5482.4,12024.1,7946.45,5009.7,17299.35,9877.6,2230.65,7786.6,183.6
2014-03-13,2569.77,5509.35,12141.45,8028.95,5063.8,17352.05,9462.7,2218.15,7690.25,176.8
2014-03-14,2563.66,5555.6,12055.85,8050.45,5023.3,17416.0,9439.05,2229.35,7767.2,178.55
2014-03-18,2587.81,5549.45,12114.85,8132.8,5033.7,17752.9,9364.35,2242.25,7772.0,177.45
2014-03-19,2592.68,5540.85,12186.55,8081.9,5079.25,17945.7,9158.95,2286.35,7807.85,176.8
2014-03-20,2579.39,5493.65,12017.25,8049.2,4995.6,17888.4,9313.5,2259.8,7820.95,172.15
2014-03-21,2602.55,5542.4,12092.35,7926.55,5008.0,17993.3,9370.75,2304.2,7787.1,175.95
2014-03-22,2611.45,5557.2,12075.8,7948.6,5002.85,17996.7,9377.75,2299.5,7836.5,175.75
2014-03-24,2619.97,5616.3,12408.15,8124.0,5128.0,18088.6,9365.05,2323.3,7788.95,176.95
2014-03-25,2637.18,5644.6,12450.0,8045.15,5162.4,18209.8,9300.6,2329.95,7789.85,179.35
2014-03-26,2653.54,5694.35,12518.35,8117.65,5171.35,18085.05,9222.9,2391.55,7628.6,179.2
2014-03-27,2668.06,5719.55,12604.95,8222.5,5215.7,18175.3,9217.1,2392.15,7556.85,181.3
2014-03-28,2713.47,5738.8,12754.7,8336.25,5264.35,18191.1,9275.35,2429.45,7632.3,183.8
2014-03-31,2744.5,5803.2,12742.05,8329.45,5273.65,18085.25,9298.0,2520.65,7630.4,189.05
2014-04-01,2739.4,5813.15,12588.5,8426.1,5228.65,18102.3,9439.75,2529.0,7661.5,187.35
2014-04-02,2784.19,5879.05,12715.3,8537.4,5281.75,17821.7,9479.9,2515.7,7761.2,191.6
2014-04-03,2770.94,5869.0,12563.85,8475.3,5235.8,17889.9,9472.0,2520.6,7840.6,191.1
2014-04-04,2779.44,5811.05,12551.7,8403.2,5214.5,17824.5,9389.4,2529.0,7843.25,196.9
2014-04-07,2763.66,5824.2,12506.45,8396.0,5202.0,17828.4,9374.45,2536.25,7825.45,193.5
2014-04-09,2813.23,5927.8,12937.4,8497.55,5368.65,17951.8,9276.9,2594.3,8029.25,197.85
2014-04-10,2834.79,5956.05,12949.4,8585.95,5386.3,17868.95,9179.2,2602.7,7877.55,200.85
2014-04-11,2841.78,5887.6,12840.2,8497.65,5345.95,17817.6,9312.0,2595.6,7964.8,201.1
2014-04-15,2828.93,5822.7,12579.9,8466.7,5226.85,17858.45,9491.6,2523.95,7900.8,195.05
2014-04-16,2799.11,5784.5,12563.15,8384.4,5196.35,17983.35,9273.15,2528.3,7877.15,187.25
2014-04-17,2845.41,5915.3,12787.25,8521.9,5279.55,18241.4,9390.2,2574.4,7941.6,192.2
2014-04-21,2866.57,5998.0,12958.5,8529.95,5327.0,18186.8,9330.25,2631.2,7920.25,191.6
2014-04-22,2861.67,5965.2,12987.1,8598.9,5342.9,18104.2,9279.2,2611.25,7941.75,191.5
2014-04-23,2864.34,5979.2,13122.1,8562.75,5385.65,18161.35,9272.05,2620.3,7974.35,188.75
2014-04-25,2853.28,5961.4,13034.5,8395.85,5366.75,17783.55,9275.0,2618.8,7989.3,189.75
2014-04-28,2883.13,5907.55,13081.55,8371.95,5361.65,17715.5,9261.3,2601.9,8122.25,191.0
2014-04-29,2869.44,5844.25,12910.55,8335.0,5312.65,17557.1,9251.6,2530.1,8106.5,189.55
2014-04-30,2836.17,5866.5,12855.85,8310.8,5308.0,17573.25,9227.95,2501.2,8100.0,179.2
2014-05-02,2847.84,5849.05,12842.0,8298.8,5322.35,17538.1,9319.55,2465.3,8157.05,179.6
2014-05-05,2843.55,5862.4,12880.65,8400.0,5295.55,17637.95,9223.55,2498.5,8078.5,178.25
2014-05-06,2850.57,5876.8,12966.05,8456.95,5312.6,17709.95,9179.7,2504.05,8087.45,178.0
2014-05-07,2846.68,5838.35,12938.2,8443.2,5267.9,17645.1,8946.55,2483.6,8070.45,175.6
2014-05-08,2838.75,5875.9,13037.4,8433.1,5298.5,17491.45,8963.6,2488.85,8047.95,174.1
2014-05-09,2886.08,6011.2,13750.5,8730.3,5574.15,17633.3,9048.5,2568.8,8009.0,182.5
2014-05-12,2908.96,6180.05,14085.05,8996.2,5695.95,18106.35,9132.35,2619.55,7937.7,184.2
2014-05-13,2953.72,6218.25,14165.55,9249.1,5726.3,18261.2,9364.8,2641.5,7870.35,189.4
2014-05-14,2992.27,6213.2,14207.1,9181.9,5707.65,18427.0,9349.65,2727.85,7836.5,197.4
2014-05-15,2966.46,6192.55,14236.55,9307.0,5744.7,18510.8,9314.4,2710.4,7817.0,195.2
2014-05-16,3021.15,6246.2,14853.0,9545.85,5924.35,18140.55,9111.4,2778.35,7699.45,207.35
2014-05-19,3156.62,6251.2,15222.15,10067.7,6117.75,17436.55,8675.1,2960.25,7411.6,221.35
2014-05-20,3203.29,6265.4,15111.2,9798.7,6110.15,17549.8,8878.9,3022.1,7515.6,231.8
2014-05-21,3243.04,6323.9,14952.1,9780.15,6061.6,17632.15,8952.85,3034.05,7466.7,236.75
2014-05-22,3311.05,6333.45,15055.55,9933.05,6079.5,17816.75,8929.6,3088.7,7470.45,249.2
2014-05-23,3368.85,6433.65,15285.5,10211.45,6174.4,17760.6,8941.3,3154.75,7489.3,254.95
2014-05-26,3298.82,6502.0,15175.9,10032.45,6137.4,17736.9,9061.0,3149.75,7447.6,241.05
2014-05-27,3276.77,6435.65,15084.0,9851.4,6076.85,17713.9,9101.85,3155.65,7453.6,238.15
2014-05-28,3288.32,6374.75,15173.35,9782.3,6109.45,17698.55,9237.25,3111.0,7466.5,241.25
2014-05-29,3279.12,6375.25,15030.3,9650.45,6047.95,17621.7,8927.4,3083.85,7484.45,238.35
2014-05-30,3299.09,6385.1,14793.4,9667.5,5949.45,17831.6,8970.3,3096.9,7712.9,242.95
2014-06-02,3373.36,6470.55,15287.25,9914.35,6135.95,17689.2,8981.95,3158.75,7615.2,246.95
2014-06-03,3390.32,6509.3,15257.5,10082.0,6157.3,17600.8,8976.4,3311.8,7579.05,254.45
2014-06-04,3453.15,6558.35,15333.4,9978.0,6164.45,17547.1,8863.9,3358.2,7554.85,257.65
2014-06-05,3496.1,6618.25,15282.15,10175.75,6174.55,17799.6,8984.6,3479.6,7563.35,259.65
2014-06-06,3558.28,6724.9,15543.15,10594.0,6295.3,18034.25,8945.1,3463.5,7672.7,272.7
2014-06-09,3603.53,6832.65,15567.4,10603.35,6323.6,18010.1,9017.7,3521.85,7706.9,288.95
