date,market_index_value,nifty_auto_value,nifty_bank_value,nifty_energy_value,nifty_financial_services_value,nifty_fmcg_value,nifty_it_value,nifty_metal_value,nifty_pharma_value,nifty_realty_value
2008-01-01,3220.99,2370.46,9905.25,,4329.07,6477.59,4748.2,5459.3,3167.02,1782.67
2008-01-02,3282.05,2392.41,10250.85,,4443.85,6513.67,4722.5,5484.8,3208.0,1835.42
2008-01-03,3284.43,2383.54,10100.7,,4396.72,6482.09,4616.85,5412.85,3131.04,1812.25
2008-01-04,3306.04,2376.58,10233.2,,4478.07,6603.97,4592.5,5493.95,3130.51,1810.96
2008-01-07,3330.91,2375.87,10391.1,,4523.48,6778.92,4460.95,5471.44,3102.5,1855.08
2008-01-08,3258.37,2339.48,10355.6,,4501.04,6747.76,4506.35,5341.66,3075.72,1842.79
2008-01-09,3224.84,2315.66,10306.45,,4524.11,6703.22,4529.1,5323.12,3069.23,1867.72
2008-01-10,3100.45,2268.78,10266.85,,4470.8,6469.9,4432.2,5121.71,2992.27,1827.22
2008-01-11,3088.44,2257.03,10561.55,,4561.47,6413.06,4404.35,5098.78,3029.45,1852.49
2008-01-14,3131.36,2248.59,10698.35,,4607.18,6448.43,4268.15,5121.89,3023.01,1878.43
2008-01-15,3098.75,2233.4,10465.7,,4495.77,6321.21,4195.4,5017.27,3001.92,1850.83
2008-01-16,3043.59,2201.87,10346.95,,4430.69,6180.54,4173.3,4891.25,2969.08,1773.35
2008-01-17,3049.86,2219.0,10261.5,,4387.42,6284.05,4138.15,4937.52,2976.31,1773.24
2008-01-18,2886.93,2157.77,9739.9,,4172.17,6140.23,4060.0,4679.76,2931.04,1666.31
2008-01-21,2519.38,1959.56,9038.95,,3829.2,5716.47,3786.15,4091.21,2712.18,1440.44
2008-01-22,2300.05,1875.8,8682.45,,3662.63,5249.96,3626.5,3870.62,2531.19,1310.81
2008-01-23,2498.84,1946.54,9259.2,,3884.58,5589.33,3819.8,4148.28,2614.47,1462.12
2008-01-24,2406.45,1903.66,9133.85,,3855.28,5426.98,3726.05,3847.88,2518.02,1405.46
2008-01-25,2574.09,2012.1,9752.25,,4127.15,5715.15,3948.15,4255.49,2661.12,1552.32
2008-01-28,2568.09,2044.12,9901.9,,4167.77,5687.97,3800.75,4169.93,2630.79,1482.79
2008-01-29,2577.19,2035.14,9569.6,,4083.1,5830.42,3864.9,4189.99,2677.63,1441.34
2008-01-30,2502.63,1987.49,9404.15,,4007.8,5668.02,3846.65,4183.29,2700.65,1402.65
2008-01-31,2464.25,1988.42,9226.25,,3935.84,5674.0,3838.15,4157.22,2660.33,1376.48
2008-02-01,2477.82,2060.92,9327.05,,4012.28,5794.76,4074.15,4306.32,2685.71,1374.94
2008-02-04,2560.82,2103.99,9561.5,,4089.9,5876.93,4257.35,4420.07,2725.64,1461.51
2008-02-05,2588.34,2070.91,9397.8,,4053.82,5842.21,4192.55,4512.02,2783.89,1484.84
2008-02-06,2559.37,2026.41,9185.65,,3953.71,5711.0,3976.45,4336.25,2745.56,1449.12
2008-02-07,2488.11,1980.86,8960.45,,3846.99,5545.42,3846.25,4148.48,2691.17,1398.45
2008-02-08,2434.08,1962.52,8817.0,,3764.51,5683.87,3961.05,4031.27,2712.32,1361.21
2008-02-11,2287.85,1909.05,8419.25,,3557.11,5334.49,3956.15,3786.06,2653.88,1268.12
2008-02-12,2235.05,1879.3,8512.35,,3599.72,5315.01,3880.15,3772.66,2640.07,1254.52
2008-02-13,2245.3,1894.94,8748.75,,3710.67,5441.91,3874.8,3892.49,2631.37,1306.03
2008-02-14,2373.14,1944.9,9125.2,,3903.83,5614.54,3921.6,4146.85,2689.82,1405.27
2008-02-15,2431.06,1975.09,9380.05,,4013.91,5722.65,3956.6,4290.43,2758.53,1452.39
2008-02-18,2435.81,1984.37,9404.2,,4018.03,5833.55,3903.65,4319.27,2748.9,1407.58
2008-02-19,2445.78,2017.67,9423.45,,4028.87,5897.48,3937.85,4345.88,2779.72,1390.22
2008-02-20,2403.72,1971.85,9129.1,,3889.81,5778.08,3943.95,4234.53,2735.84,1339.34
2008-02-21,2426.84,1982.18,8946.2,,3820.39,5801.81,4110.25,4401.26,2808.14,1341.3
2008-02-22,2401.53,1950.91,8685.1,,3703.28,5772.01,4017.3,4421.51,2798.74,1332.93
2008-02-25,2399.83,1962.34,8666.5,,3705.69,5772.34,4082.7,4467.43,2845.97,1346.43
2008-02-26,2432.15,1979.65,8742.25,,3734.05,5804.54,4138.95,4580.18,2858.55,1383.45
2008-02-27,2440.56,1991.27,8719.6,,3750.63,5829.58,4058.6,4534.71,2907.83,1383.14
2008-02-28,2437.94,2005.96,8608.25,,3721.5,5809.19,4062.35,4641.6,2979.48,1362.42
2008-02-29,2440.62,2031.77,8688.35,,3728.68,5881.53,3984.5,4566.43,2964.53,1328.99
2008-03-03,2336.79,2016.79,8047.45,,3443.16,5742.51,3825.1,4296.66,2979.91,1243.09
2008-03-04,2274.25,2014.41,7736.6,,3345.12,5611.85,3782.0,4260.36,2923.9,1173.55
2008-03-05,2246.04,2017.71,7588.35,,3330.49,5726.42,3902.75,4281.02,2996.96,1154.9
2008-03-07,2141.92,1930.09,7268.15,,3175.67,5662.27,3762.05,4186.73,2930.62,1071.13
2008-03-10,2138.71,1932.83,7272.5,,3139.68,5645.68,3701.4,4246.9,2910.37,1061.65
2008-03-11,2233.12,1942.22,7356.4,,3176.12,5720.56,3669.05,4300.08,2909.59,1133.87
2008-03-12,2209.49,1935.38,7341.55,,3179.2,5663.53,3621.3,4185.02,2946.54,1147.42
2008-03-13,2067.92,1890.62,6914.65,,2994.22,5532.43,3439.5,3841.16,2872.41,1012.33
2008-03-14,2086.62,1888.08,7106.0,,3070.71,5635.55,3530.7,3953.93,2929.04,1058.26
2008-03-17,1928.76,1803.42,6556.2,,2795.4,5445.54,3405.95,3675.6,2795.07,971.87
2008-03-18,1900.02,1798.33,6472.8,,2758.83,5475.55,3440.35,3618.59,2810.73,985.78
2008-03-19,1884.65,1823.12,6456.55,,2768.01,5503.07,3501.15,3671.43,2830.32,967.1
2008-03-24,1845.31,1816.66,6634.6,,2862.42,5603.94,3563.25,3515.07,2847.84,934.63
2008-03-25,1953.43,1886.5,7147.15,,3109.23,5729.37,3831.55,3719.94,2902.14,1022.24
2008-03-26,1983.97,1894.51,7120.9,,3117.75,5735.32,3831.05,3723.74,2867.79,1026.05
2008-03-27,1976.67,1874.83,6969.3,,3070.28,5824.92,3735.1,3716.38,2918.71,1049.22
2008-03-28,2054.34,1901.37,7037.85,,3092.67,5918.83,3904.7,3882.4,2956.43,1104.65
2008-03-31,2021.36,1878.43,6655.0,,2890.19,5817.72,3704.95,3701.77,2928.48,1042.01
2008-04-01,2008.89,1860.57,6608.1,,2862.31,5933.72,3674.85,3641.06,2906.34,1030.97
2008-04-02,2020.4,1880.33,6772.7,,2931.48,5885.47,3760.15,3559.89,2935.05,1035.84
2008-04-03,2015.38,1863.22,6746.1,,2919.38,5961.57,3882.7,3573.5,2956.63,1037.36
2008-04-04,1980.22,1821.95,6545.15,,2815.61,5863.92,3801.6,3509.5,2927.44,1010.97
2008-04-07,2001.87,1842.94,6832.4,,2917.97,6105.82,3892.2,3597.93,2992.05,1034.31
2008-04-08,2007.97,1836.1,6862.7,,2928.35,6082.05,3830.0,3504.91,2982.3,1018.88
2008-04-09,2030.57,1834.34,7059.55,,3007.23,6040.41,3826.65,3551.86,3012.17,1000.59
2008-04-10,2039.52,1830.05,6872.85,,2944.33,5999.73,3825.9,3573.49,2990.87,991.05
2008-04-11,2054.44,1833.55,6838.45,,2941.54,5935.08,3824.65,3606.31,2981.81,987.36
2008-04-15,2081.79,1852.18,6916.75,,2970.12,6069.54,4033.0,3623.05,3070.46,1003.42
2008-04-16,2110.82,1855.42,6951.9,,2989.15,6092.38,4160.1,3650.19,3071.49,1005.53
2008-04-17,2157.77,1876.75,7165.05,,3079.45,6054.62,4304.2,3804.17,3083.7,1049.41
2008-04-21,2204.63,1893.21,7425.45,,3172.29,6047.61,4277.3,3926.24,3163.11,1060.31
2008-04-22,2226.17,1897.89,7520.9,,3236.86,6087.27,4053.35,4014.48,3204.25,1084.3
2008-04-23,2233.58,1909.85,7378.05,,3180.24,6064.83,4097.2,3987.34,3207.86,1105.05
2008-04-24,2208.22,1906.52,7391.9,,3176.33,6112.8,4137.6,3946.06,3177.44,1105.28
2008-04-25,2228.01,1917.41,7616.3,,3293.59,6161.35,4165.6,4053.35,3206.01,1123.47
2008-04-28,2237.93,1909.23,7590.05,,3287.71,6136.94,4129.2,4033.1,3238.63,1126.79
2008-04-29,2264.26,1938.44,7737.45,,3376.18,6159.24,4318.6,4144.29,3268.5,1193.32
2008-04-30,2265.53,1971.0,7629.0,,3327.48,6228.03,4357.65,4132.95,3303.18,1171.58
2008-05-02,2298.03,2019.18,7871.9,,3405.76,6268.46,4458.5,4071.48,3306.73,1209.22
2008-05-05,2318.39,2000.4,7851.5,,3379.42,6266.17,4392.55,4072.66,3313.94,1209.04
2008-05-06,2288.37,1984.59,7814.55,,3352.37,6310.67,4440.35,4086.97,3274.56,1154.54
2008-05-07,2277.27,1992.18,7743.6,,3337.37,6346.89,4495.05,4059.68,3288.36,1134.63
2008-05-08,2259.76,1983.04,7518.8,,3255.37,6194.9,4407.45,4049.86,3263.18,1125.31
2008-05-09,2204.78,1964.4,7299.0,,3148.01,6201.99,4334.45,3979.94,3203.71,1093.3
2008-05-12,2189.31,1946.19,7330.55,,3166.7,6218.77,4380.05,4002.87,3212.59,1072.94
2008-05-13,2193.46,1943.55,7340.95,,3162.6,6244.59,4344.35,4020.96,3215.42,1075.78
2008-05-14,2210.07,1965.97,7324.85,,3176.76,6224.54,4512.35,4204.63,3256.2,1082.82
2008-05-15,2237.9,1974.21,7508.15,,3257.25,6196.13,4569.0,4286.16,3277.77,1119.0
2008-05-16,2253.44,1988.71,7644.6,,3292.13,6273.96,4552.65,4394.28,3303.82,1122.92
2008-05-20,2240.89,1988.79,7459.2,,3235.51,6240.26,4513.8,4420.2,3254.04,1103.77
2008-05-21,2261.85,1995.01,7374.25,,3199.37,6242.67,4510.2,4477.39,3225.26,1101.21
2008-05-22,2221.53,1958.8,7147.3,,3106.76,6149.4,4476.7,4393.03,3212.9,1072.66
2008-05-23,2187.32,1931.82,7009.05,,3060.76,6038.73,4390.35,4293.41,3215.65,1046.06
2008-05-26,2131.14,1892.73,6767.45,,2949.1,5877.18,4436.1,4177.43,3233.94,1018.99
2008-05-27,2110.8,1896.01,6593.95,,2885.75,5896.9,4490.2,4164.66,3255.9,1008.85
2008-05-28,2133.98,1905.68,6780.9,,2950.27,6119.11,4614.95,4222.8,3318.52,1009.9
2008-05-29,2126.75,1848.96,6576.75,,2869.35,6044.64,4588.25,4199.51,3307.11,991.75
2008-05-30,2127.69,1816.79,6584.35,,2891.44,6091.79,4688.35,4265.63,3361.79,978.44
2008-06-02,2070.91,1822.94,6347.15,,2787.27,6044.19,4574.2,4093.95,3356.67,936.88
2008-06-03,2059.87,1825.99,6301.2,,2757.2,6024.84,4524.85,4089.87,3356.67,935.8
2008-06-04,2001.17,1765.2,6113.65,,2679.83,5920.27,4418.5,3911.92,3271.46,888.46
2008-06-05,1997.54,1766.03,6211.8,,2729.82,6068.79,4615.7,3986.07,3355.79,880.37
2008-06-06,1985.08,1765.84,6140.05,,2685.5,5942.5,4571.3,3927.07,3322.59,864.0
2008-06-09,1922.78,1731.14,5949.2,,2585.58,5805.78,4359.35,3902.7,3334.97,799.82
2008-06-10,1901.04,1724.62,5814.35,,2531.06,5729.96,4249.9,3858.1,3420.77,782.52
2008-06-11,1922.96,1736.53,5971.25,,2599.14,5696.85,4303.6,3903.91,3422.13,803.46
2008-06-12,1934.07,1735.3,5999.35,,2604.62,5704.61,4300.7,3904.27,3425.32,803.51
2008-06-13,1930.25,1723.37,5993.15,,2594.68,5648.55,4322.7,3838.84,3466.37,785.78
2008-06-16,1951.95,1718.56,6127.75,,2642.52,5709.55,4380.25,3897.4,3489.97,815.55
2008-06-17,1987.94,1742.04,6425.65,,2771.52,5786.57,4425.1,3928.58,3519.0,847.24
2008-06-18,1973.88,1738.96,6200.55,,2695.95,5799.87,4323.1,3850.44,3499.92,816.47
2008-06-19,1926.58,1735.22,5957.25,,2585.52,5758.98,4295.9,3819.45,3439.21,780.18
2008-06-20,1864.13,1690.06,5758.6,,2499.55,5604.24,4179.7,3670.51,3354.26,743.86
2008-06-23,1795.02,1643.71,5593.75,,2446.16,5528.11,4191.55,3495.33,3267.35,716.39
2008-06-24,1760.06,1606.49,5489.85,,2427.65,5390.97,4108.95,3380.99,3208.23,700.44
2008-06-25,1769.1,1614.28,5480.7,,2416.91,5351.37,4091.0,3448.68,3217.92,715.74
2008-06-26,1759.56,1628.06,5512.15,,2432.54,5388.02,4193.75,3487.29,3239.08,700.85
2008-06-27,1706.14,1544.51,5210.9,,2293.2,5199.29,4002.6,3318.87,3202.21,669.21
2008-06-30,1649.12,1511.52,5027.05,,2199.74,5202.74,3999.4,3287.37,3235.68,620.53
2008-07-01,1568.3,1443.59,4732.85,,2078.9,5045.88,3906.45,3141.16,3163.53,573.16
2008-07-02,1634.89,1470.7,5025.75,,2225.54,5030.31,4096.0,3297.18,3239.03,640.58
2008-07-03,1585.94,1415.52,4851.35,,2118.84,4828.82,3982.95,3047.79,3185.41,581.45
2008-07-04,1622.02,1434.82,4990.9,,2211.99,4903.78,4000.8,3036.42,3179.74,630.19
2008-07-07,1642.13,1468.66,5075.6,,2256.27,5062.29,4091.8,3084.44,3169.24,631.2
2008-07-08,1643.22,1466.57,5106.8,,2257.06,4977.67,3967.6,3083.91,3155.74,624.97
2008-07-09,1697.21,1512.33,5341.45,,2363.32,5206.42,4133.7,3182.58,3208.53,662.64
2008-07-10,1697.28,1502.0,5339.0,,2361.97,5186.65,4104.15,3282.02,3208.05,658.34
2008-07-11,1660.46,1488.9,5240.7,,2289.02,5080.49,3839.5,3241.92,3185.37,648.41
2008-07-14,1655.72,1500.5,5207.75,,2264.92,5034.89,3659.25,3318.58,3162.63,642.11
2008-07-15,1599.92,1464.86,4838.95,,2107.28,4855.32,3552.65,3154.0,3017.0,609.41
2008-07-16,1571.41,1427.08,4726.45,,2049.67,4880.18,3511.5,3069.56,3063.79,572.16
2008-07-17,1591.74,1483.98,5034.75,,2190.15,4968.11,3637.35,2986.16,3071.15,601.09
2008-07-18,1620.26,1507.34,5389.15,,2356.5,5089.4,3571.6,3000.6,3081.31,635.36
2008-07-21,1629.26,1536.6,5601.5,,2411.96,5174.86,3590.65,3038.87,3194.19,653.48
2008-07-22,1659.43,1520.25,5793.7,,2492.27,5395.07,3690.55,3159.35,3224.57,655.83
2008-07-23,1756.84,1577.01,6343.15,,2738.11,5463.14,3800.45,3353.94,3263.38,710.96
2008-07-24,1756.88,1583.15,6213.6,,2701.26,5394.17,3682.8,3286.89,3256.68,715.75
2008-07-25,1750.17,1568.36,5917.25,,2564.74,5416.21,3657.05,3252.21,3243.51,684.77
2008-07-28,1767.91,1567.65,5919.15,,2565.61,5433.11,3664.0,3209.11,3244.9,690.78
2008-07-29,1718.05,1506.42,5422.15,,2379.06,5440.2,3645.0,3157.15,3188.8,653.22
2008-07-30,1757.25,1549.1,5719.45,,2510.73,5453.48,3780.9,3288.87,3230.37,686.69
2008-07-31,1751.12,1551.42,5730.05,,2516.41,5444.04,3752.85,3335.33,3203.18,690.4
2008-08-01,1781.74,1540.52,5961.9,,2609.68,5408.62,3851.85,3395.34,3236.56,704.92
2008-08-04,1815.36,1546.63,5992.4,,2612.69,5414.78,3841.3,3460.16,3277.96,711.75
2008-08-05,1840.88,1604.72,6371.7,,2755.88,5499.7,3917.75,3420.41,3303.23,756.64
2008-08-06,1839.43,1647.2,6328.2,,2728.45,5554.03,3965.1,3316.66,3288.12,750.62
2008-08-07,1847.75,1668.53,6363.15,,2762.57,5575.01,3975.9,3332.32,3299.15,755.62
2008-08-08,1854.64,1667.42,6447.5,,2797.16,5561.45,3916.4,3361.47,3315.44,747.7
2008-08-11,1891.49,1706.42,6723.2,,2899.23,5627.63,3917.45,3355.04,3314.29,787.64
2008-08-12,1869.74,1674.46,6490.8,,2815.43,5656.68,3821.1,3240.67,3268.18,769.7
2008-08-13,1866.92,1669.73,6370.75,,2763.59,5666.42,3854.85,3249.08,3309.05,758.15
2008-08-14,1826.85,1645.84,6030.05,,2621.1,5577.32,3907.4,3230.63,3322.6,696.39
2008-08-18,1809.55,1623.18,6015.05,,2623.35,5524.94,3919.45,3171.73,3311.97,692.34
2008-08-19,1801.59,1605.88,5992.4,,2602.43,5471.86,3898.05,3163.49,3331.56,689.89
2008-08-20,1820.79,1617.85,6026.3,,2627.31,5463.79,3912.65,3236.03,3391.55,700.58
2008-08-21,1779.86,1590.66,5711.55,,2490.21,5386.89,3817.35,3159.25,3328.61,665.9
2008-08-22,1777.79,1609.42,5776.05,,2524.01,5455.76,3829.4,3235.59,3343.72,666.19
2008-08-25,1785.61,1614.78,5860.8,,2565.69,5477.1,3850.85,3217.4,3340.26,677.94
2008-08-26,1783.55,1642.59,5943.2,,2592.75,5516.51,3897.1,3202.14,3350.73,672.17
2008-08-27,1764.74,1646.78,5823.55,,2542.19,5495.01,3877.9,3206.24,3346.6,648.26
2008-08-28,1740.74,1642.17,5721.15,,2498.05,5438.27,3806.9,3142.37,3317.24,633.92
2008-08-29,1788.39,1676.78,6102.05,,2644.36,5553.64,3926.8,3257.42,3346.63,668.18
2008-09-01,1790.52,1674.21,6128.85,,2644.35,5568.38,3933.9,3223.13,3364.25,667.15
2008-09-02,1825.74,1695.34,6508.9,,2796.45,5650.52,4047.9,3282.18,3388.46,720.05
2008-09-04,1817.8,1694.18,6494.65,,2774.04,5544.89,4054.2,3202.73,3389.63,694.08
2008-09-05,1793.15,1672.59,6288.6,,2672.77,5564.7,3927.4,3110.98,3318.31,666.08
2008-09-08,1814.08,1700.73,6538.85,,2786.02,5702.74,4011.85,3190.8,3359.18,688.61
2008-09-09,1803.42,1685.53,6441.35,,2756.26,5650.33,4020.85,3123.27,3333.73,679.02
2008-09-10,1784.37,1682.51,6427.55,,2729.96,5639.69,3997.9,2952.36,3330.43,667.57
2008-09-11,1761.05,1668.81,6332.25,,2674.51,5573.73,3952.35,2909.55,3263.03,649.8
2008-09-12,1726.39,1668.02,6194.15,,2603.1,5559.15,3806.45,2907.64,3262.67,626.12
2008-09-15,1648.24,1640.93,5997.65,,2521.06,5476.78,3606.5,2808.67,3152.58,577.74
2008-09-16,1624.63,1637.71,6132.95,,2541.4,5483.99,3540.35,2783.27,3068.58,551.5
2008-09-17,1602.04,1637.52,5912.5,,2465.62,5347.6,3511.85,2690.43,3014.64,527.48
2008-09-18,1582.31,1649.41,6077.2,,2509.43,5367.72,3449.35,2684.01,2982.36,502.52
2008-09-19,1632.83,1664.02,6312.05,,2651.23,5498.47,3660.1,2793.12,3057.74,542.29
2008-09-22,1625.84,1649.94,6303.9,,2655.04,5571.19,3643.4,2779.59,3066.29,542.54
2008-09-23,1592.5,1620.15,6033.35,,2533.5,5506.9,3459.75,2731.1,3050.69,515.3
2008-09-24,1597.88,1619.27,6109.65,,2561.2,5529.6,3410.0,2796.1,3062.18,515.61
2008-09-25,1583.49,1624.26,6080.2,,2546.4,5460.38,3314.45,2745.44,3012.2,506.37
2008-09-26,1533.07,1580.82,5828.6,,2442.93,5517.86,3211.85,2615.41,2990.8,474.28
2008-09-29,1472.04,1534.41,5538.75,,2330.04,5489.43,3050.95,2525.48,2893.86,446.26
2008-09-30,1495.38,1554.77,5803.55,,2435.34,5450.79,3107.05,2471.34,2910.84,459.68
2008-10-01,1501.07,1566.58,5982.4,,2500.91,5517.92,3193.05,2470.02,2925.25,448.91
2008-10-03,1460.99,1548.38,5793.35,,2404.05,5499.84,3106.55,2289.56,2897.44,435.81
2008-10-06,1366.07,1493.73,5560.55,,2282.94,5280.53,2912.7,2091.39,2755.07,391.39
2008-10-07,1334.61,1489.33,5457.55,,2243.46,5188.48,2806.5,2089.78,2692.92,382.18
2008-10-08,1259.08,1452.92,5222.6,,2143.47,4924.1,2645.85,2044.83,2639.56,368.27
2008-10-10,1164.74,1378.57,4938.0,,1981.51,4673.04,2498.85,1885.21,2527.45,324.26
2008-10-13,1218.4,1432.49,5496.75,,2183.63,4855.46,2694.8,1993.42,2572.61,357.89
2008-10-14,1232.16,1448.56,5578.4,,2212.41,4904.84,2819.35,1938.42,2726.86,366.15
2008-10-15,1179.46,1399.8,5425.25,,2125.36,4725.9,2656.0,1810.66,2681.59,347.99
2008-10-16,1168.35,1355.29,5481.65,,2143.6,4808.13,2533.6,1766.07,2651.15,367.12
2008-10-17,1132.14,1315.66,5183.55,,2029.83,4713.59,2391.5,1663.83,2565.08,330.13
2008-10-20,1126.34,1314.09,5284.2,,2084.53,4807.29,2577.4,1699.35,2613.78,317.68
2008-10-21,1154.68,1335.69,5414.5,,2163.54,4953.02,2767.3,1736.01,2647.07,348.63
2008-10-22,1118.29,1282.55,5095.75,,2052.69,4982.38,2649.75,1605.74,2568.32,321.75
2008-10-23,1082.89,1198.58,4932.4,,1972.45,4898.68,2603.95,1414.2,2453.04,304.92
2008-10-24,994.14,1081.11,4310.05,,1738.86,4602.27,2415.55,1239.77,2250.14,232.63
2008-10-27,955.7,1018.05,4092.9,,1650.06,4362.96,2380.9,1222.21,2131.53,243.05
2008-10-28,1010.65,1078.47,4315.75,,1748.07,4519.01,2519.75,1304.96,2202.99,264.83
2008-10-29,989.11,1101.05,4280.45,,1724.71,4401.42,2549.25,1395.36,2126.66,259.83
2008-10-31,1026.44,1160.13,4521.7,,1858.38,4606.12,2686.95,1507.6,2201.19,262.78
2008-11-03,1077.61,1183.16,4875.7,,2010.04,4807.62,2709.35,1566.47,2265.25,282.11
2008-11-04,1112.39,1198.66,5220.7,,2119.02,5027.05,2589.5,1634.91,2268.0,315.26
2008-11-05,1101.63,1175.82,5121.3,,2043.65,4935.42,2589.85,1511.2,2317.54,297.54
2008-11-06,1075.58,1142.64,4940.0,,1961.61,4921.08,2489.55,1395.23,2337.11,299.43
2008-11-07,1091.52,1146.18,5043.55,,1998.23,5026.9,2550.35,1453.77,2344.41,306.99
2008-11-10,1133.43,1166.92,5261.15,,2088.95,5063.03,2672.45,1595.71,2438.12,322.93
2008-11-11,1093.78,1122.01,4945.7,,1952.73,4993.88,2514.85,1467.65,2374.15,288.87
2008-11-12,1070.66,1095.38,4748.15,,1874.61,4874.22,2511.7,1410.65,2345.65,266.99
2008-11-14,1049.11,1049.84,4719.4,,1844.87,4860.81,2449.6,1358.59,2317.18,262.36
2008-11-17,1021.11,1036.12,4545.3,,1777.4,4796.92,2454.2,1332.07,2299.56,248.51
2008-11-18,1000.12,1009.85,4346.75,,1695.02,4714.83,2321.2,1254.27,2269.06,238.86
2008-11-19,980.32,1011.94,4233.7,,1641.03,4760.85,2277.8,1229.69,2243.69,238.08
2008-11-20,946.79,971.74,4086.9,,1571.7,4726.65,2212.35,1188.78,2211.25,216.8
2008-11-21,954.75,986.58,4300.7,,1660.98,4778.04,2328.5,1240.74,2245.37,213.37
2008-11-24,953.79,996.13,4164.75,,1625.91,4853.72,2349.6,1231.3,2255.66,205.36
2008-11-25,944.66,990.5,4053.2,,1584.14,4845.81,2310.9,1218.53,2244.84,198.57
2008-11-26,946.71,998.02,4267.9,,1658.22,4879.2,2364.5,1279.33,2296.14,203.21
2008-11-28,951.5,1006.05,4291.15,,1674.67,4916.84,2449.95,1253.04,2300.44,200.19
2008-12-01,938.63,962.77,4124.3,,1621.33,4785.53,2420.8,1232.7,2272.03,190.38
2008-12-02,927.41,933.07,4099.3,,1598.67,4828.51,2356.7,1224.72,2269.08,194.48
2008-12-03,936.18,942.18,4220.35,,1643.12,4831.85,2300.9,1252.44,2257.19,201.4
2008-12-04,973.96,972.9,4446.65,,1741.91,4981.3,2368.6,1345.87,2266.38,227.74
2008-12-05,960.22,976.14,4357.0,,1699.02,4895.09,2275.75,1296.07,2245.36,219.4
2008-12-08,957.23,988.35,4429.85,,1743.14,4926.83,2304.2,1333.34,2244.17,231.22
2008-12-10,981.22,1026.43,4550.75,,1814.96,4974.35,2391.35,1459.31,2269.71,260.76
2008-12-11,1000.99,1036.65,4597.15,,1827.82,4981.68,2294.5,1477.34,2241.83,266.58
2008-12-12,1013.84,1034.88,4655.3,,1854.0,4977.57,2211.95,1475.21,2234.0,277.79
2008-12-15,1054.58,1058.52,4707.5,,1869.52,5024.0,2201.1,1544.45,2270.55,294.67
2008-12-16,1077.04,1073.82,4820.65,,1893.78,5094.68,2265.9,1546.2,2335.58,302.35
2008-12-17,1044.73,1066.26,4789.65,,1866.26,5063.97,2218.95,1473.74,2301.8,280.71
2008-12-18,1073.06,1094.09,5122.95,,1972.64,5184.66,2320.15,1512.71,2312.27,301.89
2008-12-19,1100.45,1116.97,5144.15,,1983.81,5288.23,2329.4,1510.5,2350.32,334.75
2008-12-22,1097.41,1098.55,5036.5,,1944.23,5273.13,2317.15,1486.8,2323.14,334.19
2008-12-23,1069.9,1072.56,4858.35,,1882.03,5185.03,2259.65,1434.04,2280.06,317.16
2008-12-24,1062.48,1050.61,4930.25,,1906.07,5122.72,2195.5,1394.75,2274.03,301.3
2008-12-26,1051.07,1033.43,4789.45,,1850.79,5065.89,2126.1,1361.51,2290.78,288.52
2008-12-29,1064.27,1024.12,4953.95,,1919.21,5089.76,2146.55,1420.05,2323.34,289.76
2008-12-30,1086.78,1055.06,5062.2,,1961.78,5106.21,2197.55,1442.96,2341.65,299.33
2008-12-31,1091.51,1060.02,5001.55,,1934.82,5090.13,2187.0,1438.62,2361.76,298.37
2009-01-01,1119.07,1090.25,5116.55,,1977.59,5111.5,2280.15,1518.38,2373.36,319.18
2009-01-02,1143.67,1092.19,5195.1,,2013.57,5146.9,2262.8,1532.42,2373.27,325.66
2009-01-05,1162.46,1105.86,5359.4,,2085.47,5109.61,2318.0,1626.81,2370.1,324.8
2009-01-06,1155.78,1118.89,5395.3,,2103.83,5172.0,2312.8,1685.38,2381.09,310.94
2009-01-07,1076.29,1085.48,4984.55,,1950.46,5052.57,2178.3,1589.37,2295.05,255.65
2009-01-09,1048.33,1095.82,4906.7,,1920.87,5095.23,2210.0,1469.78,2288.38,243.04
2009-01-12,1029.36,1081.98,4698.0,,1848.53,5054.89,2108.4,1381.25,2261.04,230.83
2009-01-13,1016.99,1084.63,4661.7,,1820.9,5038.88,2181.2,1363.95,2244.76,232.37
2009-01-14,1035.75,1104.87,4751.1,,1857.96,5069.18,2262.95,1424.77,2291.73,243.22
2009-01-15,1019.28,1094.67,4484.65,,1771.72,4977.28,2173.55,1364.48,2250.63,230.64
2009-01-16,1028.99,1102.45,4581.25,,1807.04,5026.7,2190.9,1409.4,2276.14,224.15
2009-01-19,1036.12,1100.04,4542.25,,1789.04,5039.04,2171.45,1448.11,2262.72,229.23
2009-01-20,1030.06,1075.85,4402.35,,1739.45,4993.77,2145.45,1393.97,2236.29,220.63
2009-01-21,1014.33,1065.57,4252.3,,1664.5,5056.86,2097.75,1333.46,2173.8,212.59
2009-01-22,994.34,1047.57,4289.8,,1678.07,4990.64,2106.6,1317.37,2145.01,200.68
2009-01-23,979.83,1037.91,4082.15,,1618.79,4917.35,2065.15,1278.37,2137.08,194.61
2009-01-27,985.16,1053.58,4199.55,,1668.84,4977.72,2147.85,1350.88,2167.33,197.69
2009-01-28,998.95,1062.39,4340.1,,1732.56,5087.85,2201.25,1402.39,2169.06,210.72
2009-01-29,996.14,1083.85,4362.05,,1739.05,5055.23,2204.95,1402.78,2151.89,205.02
2009-01-30,1005.7,1094.63,4456.55,,1772.2,5164.24,2225.75,1455.51,2128.3,215.2
